amiiboSeries,character,gameSeries,head,image,name,release,tail,type
Animal Crossing,Kitt,Animal Crossing,03d10001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03d10001-00c20502.png,Kitt,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00c20502,Card
Animal Crossing,Mathilda,Animal Crossing,03d20001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03d20001-00e50502.png,Mathilda,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",0,Card
Animal Crossing,Carrie,Animal Crossing,03d30001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03d30001-02f30502.png,Carrie,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",02f30502,Card
Animal Crossing,Astrid,Animal Crossing,03d60001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03d60001-01570502.png,Astrid,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1570502,Card
Animal Crossing,Sylvia,Animal Crossing,03d70001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03d70001-01b40502.png,Sylvia,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01b40502,Card
Animal Crossing,Walt,Animal Crossing,03d90001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03d90001-01a50502.png,Walt,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01a50502,Card
Animal Crossing,Rodney,Animal Crossing,03da0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03da0001-01510502.png,Rooney,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1510502,Card
Animal Crossing,Marcie,Animal Crossing,03db0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03db0001-006d0502.png,Marcie,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",006d0502,Card
Animal Crossing,Bud,Animal Crossing,03e60001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03e60001-00ec0502.png,Bud,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00ec0502,Card
Animal Crossing,Elvis,Animal Crossing,03e70001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03e70001-012a0502.png,Elvis,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",012a0502,Card
Animal Crossing,Rex,Animal Crossing,03e80001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03e80001-02f50502.png,Rex,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",02f50502,Card
Animal Crossing,Leopold,Animal Crossing,03ea0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03ea0001-030b0502.png,Leopold,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",030b0502,Card
Animal Crossing,Mott,Animal Crossing,03ec0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03ec0001-01830502.png,Mott,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1830502,Card
Animal Crossing,Rory,Animal Crossing,03ed0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03ed0001-01a30502.png,Rory,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01a30502,Card
Animal Crossing,Lionel,Animal Crossing,03ee0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03ee0001-008b0502.png,Lionel,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",008b0502,Card
Animal Crossing,Nana,Animal Crossing,03fa0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03fa0001-00d00502.png,Nana,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00d00502,Card
Animal Crossing,Simon,Animal Crossing,03fb0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03fb0001-01cf0502.png,Simon,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01cf0502,Card
Animal Crossing,Tammi,Animal Crossing,03fc0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03fc0001-01470502.png,Tammi,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1470502,Card
Animal Crossing,Monty,Animal Crossing,03fd0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03fd0001-01580502.png,Monty,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1580502,Card
Animal Crossing,Elise,Animal Crossing,03fe0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03fe0001-01a40502.png,Elise,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01a40502,Card
Animal Crossing,Flip,Animal Crossing,03ff0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03ff0001-00f40502.png,Flip,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00f40502,Card
Animal Crossing,Shari,Animal Crossing,4000001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04000001-006f0502.png,Shari,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",006f0502,Card
Animal Crossing,Deli,Animal Crossing,4010001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04010001-00660502.png,Deli,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",660502,Card
Animal Crossing,Dora,Animal Crossing,040c0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_040c0001-01590502.png,Dora,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1590502,Card
Animal Crossing,Limberg,Animal Crossing,040d0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_040d0001-00780502.png,Limberg,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",780502,Card
Animal Crossing,Bella,Animal Crossing,400,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_040e0001-00880502.png,Bella,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",880502,Card
Animal Crossing,Bree,Animal Crossing,040f0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_040f0001-01500502.png,Bree,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1500502,Card
Animal Crossing,Samson,Animal Crossing,4100001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04100001-007f0502.png,Samson,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",007f0502,Card
Animal Crossing,Rod,Animal Crossing,4110001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04110001-01ab0502.png,Rod,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01ab0502,Card
Animal Crossing,Candi,Animal Crossing,4140001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04140001-030a0502.png,Candi,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",030a0502,Card
Animal Crossing,Rizzo,Animal Crossing,4150001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04150001-01bb0502.png,Rizzo,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01bb0502,Card
Animal Crossing,Anicotti,Animal Crossing,4160001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04160001-00fb0502.png,Anicotti,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00fb0502,Card
Animal Crossing,Broccolo,Animal Crossing,4180001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04180001-00d80502.png,Broccolo,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00d80502,Card
Animal Crossing,Moose,Animal Crossing,041a0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_041a0001-00e00502.png,Moose,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",0,Card
Animal Crossing,Bettina,Animal Crossing,041b0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_041b0001-00f10502.png,Bettina,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00f10502,Card
Animal Crossing,Greta,Animal Crossing,041c0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_041c0001-01410502.png,Greta,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1410502,Card
Animal Crossing,Penelope,Animal Crossing,041d0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_041d0001-018a0502.png,Penelope,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",018a0502,Card
Animal Crossing,Chadder,Animal Crossing,410,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_041e0001-015f0502.png,Chadder,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",015f0502,Card
Animal Crossing,Octavian,Animal Crossing,4290001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04290001-00700502.png,Octavian,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",700502,Card
Animal Crossing,Marina,Animal Crossing,042a0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_042a0001-012d0502.png,Marina,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",012d0502,Card
Animal Crossing,Zucker,Animal Crossing,042b0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_042b0001-01af0502.png,Zucker,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01af0502,Card
Animal Crossing,Queenie,Animal Crossing,4360001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04360001-01940502.png,Queenie,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1940502,Card
Animal Crossing,Gladys,Animal Crossing,4370001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04370001-01050502.png,Gladys,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",1050502,Card
Animal Crossing,Sandy,Animal Crossing,4380001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04380001-03000502.png,Sandy,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",3000502,Card
Animal Crossing,Sprocket,Animal Crossing,4390001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04390001-03110502.png,Sprocket,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",3110502,Card
Animal Crossing,Julia,Animal Crossing,043b0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_043b0001-03030502.png,Julia,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",3030502,Card
Animal Crossing,Cranston,Animal Crossing,043c0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_043c0001-01cb0502.png,Cranston,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01cb0502,Card
Animal Crossing,Phil,Animal Crossing,043d0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_043d0001-007c0502.png,Phil,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",007c0502,Card
Animal Crossing,Blanche,Animal Crossing,430,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_043e0001-01490502.png,Blanche,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1490502,Card
Animal Crossing,Flora,Animal Crossing,043f0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_043f0001-01550502.png,Flora,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1550502,Card
Animal Crossing,Phoebe,Animal Crossing,4400001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04400001-00ca0502.png,Phoebe,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00ca0502,Card
Animal Crossing,Apollo,Animal Crossing,044b0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_044b0001-016c0502.png,Apollo,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",016c0502,Card
Animal Crossing,Amelia,Animal Crossing,044c0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_044c0001-008e0502.png,Amelia,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",008e0502,Card
Animal Crossing,Pierce,Animal Crossing,044d0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_044d0001-01930502.png,Pierce,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1930502,Card
Animal Crossing,Buzz,Animal Crossing,440,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_044e0001-03150502.png,Buzz,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",3150502,Card
Animal Crossing,Avery,Animal Crossing,4500001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04500001-00cf0502.png,Avery,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00cf0502,Card
Animal Crossing,Frank,Animal Crossing,4510001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04510001-015e0502.png,Frank,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",015e0502,Card
Animal Crossing,Sterling,Animal Crossing,4520001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04520001-00730502.png,Sterling,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",730502,Card
Animal Crossing,Keaton,Animal Crossing,4530001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04530001-01040502.png,Keaton,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",1040502,Card
Animal Crossing,Celia,Animal Crossing,4540001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04540001-01ae0502.png,Celia,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01ae0502,Card
Animal Crossing,Aurora,Animal Crossing,045f0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_045f0001-01a80502.png,Aurora,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01a80502,Card
Animal Crossing,Roald,Animal Crossing,4600001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04600001-00a50502.png,Roald,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",00a50502,Card
Animal Crossing,Cube,Animal Crossing,4610001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04610001-01610502.png,Cube,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1610502,Card
Animal Crossing,Hopper,Animal Crossing,4620001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04620001-00f60502.png,Hopper,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00f60502,Card
Animal Crossing,Friga,Animal Crossing,4630001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04630001-01310502.png,Friga,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1310502,Card
Animal Crossing,Gwen,Animal Crossing,4640001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04640001-00c00502.png,Gwen,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00c00502,Card
Animal Crossing,Puck,Animal Crossing,4650001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04650001-006e0502.png,Puck,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",006e0502,Card
Animal Crossing,Wade,Animal Crossing,4680001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04680001-02f20502.png,Wade,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",02f20502,Card
Animal Crossing,Boomer,Animal Crossing,4690001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04690001-01640502.png,Boomer,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1640502,Card
Animal Crossing,Iggly,Animal Crossing,046a0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_046a0001-01d00502.png,Iggly,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01d00502,Card
Animal Crossing,Tex,Animal Crossing,046b0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_046b0001-01970502.png,Tex,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1970502,Card
Animal Crossing,Flo,Animal Crossing,046c0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_046c0001-008c0502.png,Flo,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",008c0502,Card
Animal Crossing,Sprinkle,Animal Crossing,046d0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_046d0001-00f30502.png,Sprinkle,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00f30502,Card
Animal Crossing,Curly,Animal Crossing,4780001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04780001-01630502.png,Curly,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1630502,Card
Animal Crossing,Truffles,Animal Crossing,4790001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04790001-00920502.png,Truffles,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",920502,Card
Animal Crossing,Rasher,Animal Crossing,047a0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_047a0001-00600502.png,Rasher,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",600502,Card
Animal Crossing,Hugh,Animal Crossing,047b0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_047b0001-00f50502.png,Hugh,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00f50502,Card
Animal Crossing,Lucy,Animal Crossing,047c0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_047c0001-01a00502.png,Lucy,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01a00502,Card
Animal Crossing,Spork/Crackle,Animal Crossing,047d0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_047d0001-012e0502.png,Spork/Crackle,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",012e0502,Card
Animal Crossing,Cobb,Animal Crossing,4800001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04800001-008d0502.png,Cobb,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",008d0502,Card
Animal Crossing,Boris,Animal Crossing,4810001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04810001-02f10502.png,Boris,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",02f10502,Card
Animal Crossing,Maggie,Animal Crossing,4820001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04820001-02fd0502.png,Maggie,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",02fd0502,Card
Animal Crossing,Peggy,Animal Crossing,4830001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04830001-01b00502.png,Peggy,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01b00502,Card
Animal Crossing,Gala,Animal Crossing,4850001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04850001-014c0502.png,Gala,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",014c0502,Card
Animal Crossing,Chops,Animal Crossing,4860001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04860001-00fc0502.png,Chops,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00fc0502,Card
Animal Crossing,Kevin,Animal Crossing,4870001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04870001-01bf0502.png,Kevin,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01bf0502,Card
Animal Crossing,Pancetti,Animal Crossing,4880001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04880001-00980502.png,Pancetti,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",980502,Card
Animal Crossing,Agnes,Animal Crossing,4890001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04890001-00ef0502.png,Agnes,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00ef0502,Card
Animal Crossing,Bunnie,Animal Crossing,4940001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04940001-009a0502.png,Bunnie,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",009a0502,Card
Animal Crossing,Dotty,Animal Crossing,4950001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04950001-01920502.png,Dotty,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1920502,Card
Animal Crossing,Coco,Animal Crossing,4960001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04960001-00d90502.png,Coco,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00d90502,Card
Animal Crossing,Snake,Animal Crossing,4970001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04970001-007a0502.png,Snake,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",007a0502,Card
Animal Crossing,Gaston,Animal Crossing,4980001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04980001-014a0502.png,Gaston,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",014a0502,Card
Animal Crossing,Gabi,Animal Crossing,4990001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04990001-00df0502.png,Gabi,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00df0502,Card
Animal Crossing,Pippy,Animal Crossing,049a0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_049a0001-014e0502.png,Pippy,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",014e0502,Card
Animal Crossing,Tiffany,Animal Crossing,049b0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_049b0001-00610502.png,Tiffany,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",610502,Card
Animal Crossing,Genji,Animal Crossing,049c0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_049c0001-01400502.png,Genji,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1400502,Card
Animal Crossing,Ruby,Animal Crossing,049d0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_049d0001-00ed0502.png,Ruby,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00ed0502,Card
Animal Crossing,Doc,Animal Crossing,490,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_049e0001-01b70502.png,Doc,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01b70502,Card
Animal Crossing,Claude,Animal Crossing,049f0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_049f0001-03010502.png,Claude,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",3010502,Card
Animal Crossing,Francine,Animal Crossing,04a00001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04a00001-016e0502.png,Francine,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",016e0502,Card
Animal Crossing,Chrissy,Animal Crossing,04a10001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_04a10001-016f0502.png,Chrissy,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",016f0502,Card
